lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
borscht,a Russian or Polish soup usually containing beet juice as a foundation,8,-4.783661120461783,-4.727043148940319,0.0
speer,German Nazi architect who worked for Hitler (1905-1981),5,-4.360356245354595,-4.711125735088708,0.0
importing,the commercial activity of buying and bringing in goods from a foreign country,7,-3.9114781079820538,-3.7389544861907673,0.0
tho,a branch of the Tai languages,3,-4.7751490633482065,-4.76022923131514,0.0
sumerian,a member of a people who inhabited ancient Sumer,5,-4.394833450040054,-4.304581771197096,0.19999999999999996
lat,a broad flat muscle on either side of the back,5,-4.051840557101253,-4.435205640797586,0.0
solvent,a liquid substance capable of dissolving other substances,5,-5.184905654758663,-5.080629462419133,0.0
toner,a solution containing chemicals that can change the color of a photographic print,7,-4.646000993700132,-4.601461650756585,0.0
pollack,United States filmmaker (born in 1934),4,-4.459745381370114,-4.208559204247537,0.0
nome,a town in western Alaska on the southern coast of the Seward Peninsula; an important center of an Alaskan gold rush at the beginning of the 20th century,14,-4.732667197167787,-4.527289376726509,0.0
yukon,a North American river that flows westward from the Yukon Territory through central Alaska to the Bering Sea,11,-4.928785880938869,-4.708205442911462,0.0
annoyance,the psychological state of being irritated or annoyed,4,-5.085316325475873,-5.276352591952874,0.0
vaseline,a trademarked brand of petroleum jelly,4,-5.402414237001919,-5.5389289823506935,0.0
argo,formerly a large constellation in the southern hemisphere between Canis Major and the Southern Cross; now divided into Carina and Pyxis and Puppis and Vela,14,-5.06756746026856,-5.009681260755345,0.2857142857142857
origami,"the Japanese art of folding paper into shapes representing objects (e.g., flowers or birds)",9,-4.3775902320712525,-4.43561506846353,0.0
ventricle,one of four connected cavities in the brain; is continuous with the central canal of the spinal cord and contains cerebrospinal fluid,11,-4.992738463704926,-5.0922925560431604,0.09090909090909094
amazement,the feeling that accompanies something extremely surprising,5,-3.915469192924003,-3.8753986834233185,0.19999999999999996
jumble,a confused multitude of things,3,-4.457876559885046,-4.532924881052566,0.0
molding,the act of creating something by casting it in a mold,5,-4.384155000203789,-4.425447423725598,0.0
nicker,the characteristic sounds made by a horse,4,-3.928431661758181,-3.7194708009269695,0.0
converging,the act of converging (coming closer),4,-4.171698316926399,-4.097266319761934,0.0
guardianship,attention and management implying responsibility for safety,5,-4.685634963632428,-4.407557066208335,0.0
v.p.,an executive officer ranking immediately below a president; may serve in the president's place under certain circumstances,10,-4.159905861996428,-4.149849319704238,0.0
aiken,United States writer (1889-1973),3,-4.215418804575751,-4.323541483468511,0.0
knapsack,a bag carried by a strap on your back or shoulder,5,-4.0545018787482165,-4.103002710593028,0.0
playhouse,plaything consisting of a small model of a house that children can play inside of,8,-4.28728627207019,-3.7200574111782485,0.0
southerner,an American who lives in the South,3,-3.6765737511384473,-3.9124974434726574,0.0
vas,a tube in which a body fluid circulates,4,-4.4290048558108275,-4.748372599783015,0.25
steeple,a tall tower that forms the superstructure of a building (usually a church or temple) and that tapers to a point at the top,11,-4.179686916988636,-4.2124115067768795,0.18181818181818177
rotor,the rotating armature of a motor or generator,4,-5.169552756422724,-5.023968883771597,0.25
lind,Swedish soprano who toured the United States under the management of P. T. Barnum (1820-1887),7,-4.733056238416,-4.686490360708933,0.1428571428571429
gulag,a Russian prison camp for political prisoners,5,-4.273192590622553,-4.238517761034046,0.0
impunity,exemption from punishment or loss,3,-4.56231573775907,-4.56231573775907,0.33333333333333337
splutter,the noise of something spattering or sputtering explosively,5,-4.73317905783532,-5.089599533401149,0.19999999999999996
wylie,United States poet (1885-1928),3,-4.343481700323797,-4.323541483468511,0.0
lansing,capital of the state of Michigan; located in southern Michigan on the Grand River,8,-4.665990608925561,-4.796054108630787,0.0
bruges,a city in northwestern Belgium that is connected by canal to the North Sea; in the 13th century it was a leading member of the Hanseatic League; the old city (known as the City of Bridges) is a popular tourist attraction,20,-4.331176554990105,-4.243262832193529,0.050000000000000044
spatula,a turner with a narrow flexible blade,4,-5.020670467305856,-4.944582087566275,0.0
laguna,a body of water cut off from a larger body by a reef of sand or coral,8,-4.228869470499922,-3.970077634249888,0.0
memorandum,a written proposal or reminder,3,-4.690899352450601,-4.877121948859094,0.0
alerting,a state of readiness to respond,3,-4.8411719128609105,-4.805630610401512,0.0
texan,a native or resident of Texas,3,-4.781405588134808,-4.796661914541897,0.0
forsaking,the act of forsaking,2,-4.920236385548212,-4.920236385548212,0.0
sifting,the act of separating grain from chaff,4,-4.536332607255655,-4.59976123268464,0.25
synergy,the working together of two things (muscles or drugs for example) to produce an effect greater than the sum of their individual effects,12,-4.042894415434167,-4.364089480837593,0.0
pomegranate,shrub or small tree native to southwestern Asia having large red many-seeded fruit,10,-4.355633289854462,-4.317326233257783,0.30000000000000004
wisp,a small tuft or lock,3,-3.9870274738664904,-3.9870274738664904,0.33333333333333337
applesauce,puree of stewed apples usually sweetened and spiced,6,-5.0115140171358,-4.871634955036079,0.33333333333333337
nativity,the event of being born,2,-4.147020632323935,-4.147020632323935,0.0
miri,little known Kamarupan languages,4,-3.6798691363956877,-3.874024919275525,0.25
corsica,an island in the Mediterranean; with adjacent islets it constitutes a region of France,7,-5.149540317264993,-5.247459593733759,0.1428571428571429
locus,the scene of any event or action (especially the place of a meeting),6,-3.9438932922553342,-4.0887076666967275,0.0
nunnery,the convent of a community of nuns,3,-4.945039576936014,-4.991949115880188,0.0
adoration,a feeling of profound love and admiration,4,-4.258443497095575,-4.247297397964295,0.0
wormwood,any of several low composite herbs of the genera Artemisia or Seriphidium,7,-4.865122603673713,-4.698343549740014,0.4285714285714286
printout,the output of a computer in printed form,4,-4.580149700986944,-4.306616009301768,0.0
debit,an accounting entry acknowledging sums that are owing,5,-4.890824989048015,-4.945806159952196,0.0
callback,a request by the manufacturer of a defective product to return the product (as for replacement or repair),8,-4.830787041696517,-4.705176125500145,0.0
shebang,an entire system; used in the phrase `the whole shebang',6,-4.344262460043976,-3.9500425790061073,0.0
workhouse,a poorhouse where able-bodied poor are compelled to labor,4,-4.861477026435943,-4.886088584489232,0.25
naga,Kamarupan languages spoken in northeastern India and western Burma,7,-4.948503030687562,-4.695994130167895,0.4285714285714286
nullah,a ravine or gully in southern Asia,4,-5.487058600459974,-5.479623613600632,0.0
sussex,a county in southern England on the English Channel; formerly an Anglo-Saxon kingdom that was captured by Wessex in the 9th century,11,-4.780548371078174,-4.564129482651352,0.09090909090909094
brownstone,a reddish brown sandstone; used in buildings,4,-3.68686804269724,-3.68686804269724,0.5
flintstone,pebbles of flint used in masonry construction,5,-4.768259906507232,-5.002600552201061,0.19999999999999996
pram,a small vehicle with four wheels in which a baby or child is pushed around,6,-3.920190140310512,-3.9849415669114334,0.0
oni,the military intelligence agency that provides for the intelligence and counterintelligence and investigative and security requirements of the United States Navy,12,-4.712562165510915,-4.552260411415686,0.0
decryption,the activity of making clear or converting from code into plain text,7,-4.250721527557935,-4.531971622361612,0.0
scrambler,a rapid mover; someone who scrambles,4,-4.921209528012711,-5.36044598793287,0.0
lally,support column consisting of a steel cylinder filled with concrete,7,-4.986166185999422,-4.933913733998427,0.0
labrador,the mainland part of the province of Newfoundland and Labrador in the eastern part of the large Labrador-Ungava Peninsula in northeastern Canada,11,-4.878682324730772,-4.9513901436062255,0.18181818181818177
p.e.,the mechanical energy that a body has by virtue of its position; stored energy,7,-4.362323770869614,-4.25644688534043,0.0
tricycle,a vehicle with three wheels that is moved by foot pedals,5,-4.2660435227773,-4.39296602038795,0.0
carpentry,the craft of a carpenter: making things out of wood,5,-4.032733708029186,-4.21057642923352,0.0
pituitary,the master gland of the endocrine system; located at the base of the brain,7,-4.4202479857883485,-4.127511528477818,0.1428571428571429
winkle,small edible marine snail; steamed in wine or baked,7,-4.862732408157541,-4.967767792570742,0.0
