lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
amytal,the sodium salt of amobarbital that is used as a barbiturate; used as a sedative and a hypnotic,8,-5.0465130509142995,-5.298437503181217,0.0
moussorgsky,Russian composer of operas and orchestral works (1839-1881),4,-4.35181731980072,-4.391647345101692,0.0
louisianan,a native or resident of Louisiana,3,-4.214134921197462,-4.200085573470417,0.0
aimlessness,the quality of lacking any definite purpose,4,-4.1539114976117775,-3.964967678209738,0.0
scomberomorus,Spanish mackerels,2,-5.054719734396571,-5.054719734396571,0.0
litigates,engage in legal proceedings,3,-4.220771848810216,-4.272324258270654,0.0
commiserated,to feel or express sympathy or compassion,4,-4.494700440884852,-4.501871769297583,0.0
churchillian,of or relating to or suggestive of Winston Churchill,4,-5.190542310478279,-5.052169854566955,0.0
jobholder,an employee who holds a regular job,4,-3.699465997326381,-3.8079243030611294,0.0
mournes,feel sadness,2,-4.620589739786428,-4.620589739786428,0.0
cinclus,type genus of the family Cinclidae,4,-3.851364938473788,-3.290189668650577,0.25
vambrace,cannon of plate armor protecting the forearm,5,-4.825104566334851,-4.984559070535326,0.0
overborne,overcome,1,-4.887760921812338,-4.887760921812338,0.0
jerkily,with spasms,1,-5.8289798407610185,-5.8289798407610185,0.0
leting,make it possible through a specific action or lack of action for something to happen,8,-3.6981522793728807,-3.663821335669785,0.0
avows,to declare or affirm solemnly and formally as true,5,-5.099720566647852,-5.113301430769858,0.0
hellishly,extremely,1,-4.387412738790178,-4.387412738790178,0.0
thryothorus,Carolina wrens,2,-4.802053937608946,-4.802053937608946,0.0
greyer,of an achromatic color of any lightness intermediate between the extremes of white and black,7,-4.599656106997583,-4.269910282711347,0.0
overflying,fly over,1,-4.245553873214239,-4.245553873214239,0.0
suavely,with suavity; in a suave manner,3,-5.263734788035825,-5.263734788035825,0.33333333333333337
characin,any freshwater fish of the family Characinidae,4,-4.149615346386901,-4.029707730659322,0.25
flouring,cover with flour,2,-4.354298763692761,-4.354298763692761,0.0
antedated,be earlier in time; go back further,4,-3.167060118855584,-3.0876650020575367,0.0
trochilidae,hummingbirds,1,-5.468390873202444,-5.468390873202444,0.0
distributary,a branch of a river that flows away from the main stream and does not rejoin it,7,-4.204977357486056,-4.009941712081743,0.0
enthral,hold spellbound,2,-4.971028359103844,-4.971028359103844,0.0
contentiousness,an inclination to be quarrelsome and contentious,3,-6.14209625465537,-5.812057538546784,0.0
jocose,characterized by jokes and good humor,4,-4.340285595724443,-4.452986707814886,0.0
erithacus,Old World thrushes,3,-4.136783068986387,-3.459700546180066,0.0
crookedly,in a crooked lopsided manner,3,-5.378476134466589,-5.437268638658987,0.0
deckled,having a rough edge; used of handmade paper or paper resembling handmade,8,-4.291730621977372,-4.388962325195178,0.0
enciphering,convert ordinary language into code,4,-3.977531885987003,-3.994872404936102,0.0
urga,the capital and largest city of Mongolia,4,-3.8968508076307247,-3.734124645797618,0.0
caustically,in a caustic vitriolic manner,3,-5.670995346240875,-5.954035225656809,0.0
sumach,a shrub or tree of the genus Rhus (usually limited to the non-poisonous members of the genus),9,-4.583431610650167,-4.513577369141848,0.11111111111111116
coelom,a cavity in the mesoderm of an embryo that gives rise in humans to the pleural cavity and pericardial cavity and peritoneal cavity,12,-5.2006834007641585,-5.178194326562788,0.0
wanter,a person who wants or needs something,4,-3.4281039942793816,-3.3989079353720024,0.0
pleochroism,the phenomenon of different colors appearing when certain crystals are viewed from different directions,9,-3.8300322120518064,-3.878807497722835,0.0
rebating,give a reduction in the price during a sale,4,-3.4636479512701115,-3.3607584254963814,0.0
asilidae,robber flies,2,-4.93677229527229,-4.93677229527229,0.0
hinderer,located at or near the back of an animal,3,-3.7999250433356946,-3.6875992540864435,0.0
dostoevski,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),8,-4.4157783394421575,-4.472330633842846,0.0
deodorized,eliminate the odor from,2,-4.9289394599320655,-4.9289394599320655,0.0
nybble,a small byte,2,-3.801558454306836,-3.801558454306836,0.0
disconnectedness,state of being disconnected,2,-4.1181774090787275,-4.1181774090787275,0.0
expurgated,edit by omitting or modifying parts considered indelicate,6,-4.865917804936147,-4.649486219983426,0.0
concussed,shake violently,2,-5.3049165129000695,-5.3049165129000695,0.0
vaporisation,the process of becoming a vapor,3,-4.084507464514049,-3.688500023865894,0.0
fragmental,consisting of small disconnected parts,4,-4.216906172973036,-4.191623396401512,0.0
griever,a person who is feeling grief (as grieving over someone who has died),6,-4.369514405935759,-3.9926180959237647,0.0
lither,moving and bending with ease,3,-4.404663223886919,-4.624126610247293,0.0
forfend,prevent the occurrence of; prevent from happening,4,-4.40690333871212,-4.266572129826087,0.0
synchronises,happen at the same time,2,-3.5291364736591158,-3.5291364736591158,0.0
defoliate,strip the leaves or branches from,3,-4.131278210733974,-4.095117699118319,0.0
insatiably,to an insatiable degree,2,-4.936681898133548,-4.936681898133548,0.0
asklepios,son of Apollo; a hero and the Roman god of medicine and healing; his daughters were Hygeia and Panacea,10,-4.834430951980167,-4.415457264965351,0.0
loadstar,guiding star; a star that is used as a reference point in navigation or astronomy,8,-3.6101032895294916,-3.5121484362403574,0.0
antemortem,preceding death,2,-4.8664766036799465,-4.8664766036799465,0.0
triose,any monosaccharide sugar containing three atoms of carbon per molecule,6,-4.813484606306648,-4.434105409540282,0.0
